Lips,Rouge Allure Velvet Extreme/Eternel,[3.5 g - 0.12 oz],62118,1
Lips,Rouge Allure Velvet Extreme/Muted Fuchsia,[3.5 g - 0.12 oz],62124,1
Lips,Rouge Allure Liquid Powder/Plaisir,[9 ml g - 0.30 oz],62950,1
Lips,Rouge Allure Liquid Powder/Evocation,[9 ml g - 0.30 oz],62952,1
Lips,Rouge Allure Liquid Powder/Radical,[9 ml g - 0.30 oz],62954,1
Lips,Rouge Allure Liquid Powder/Invincible,[9 ml g - 0.30 oz],62956,1
Lips,Rouge Allure Liquid Powder/Volupte,[9 ml g - 0.30 oz],62958,1
Lips,Rouge Allure Liquid Powder/Avant - Gardiste,[9 ml g - 0.30 oz],62960,1
Lips,Rouge Allure Liquid Powder/Bittersweet,[9 ml g - 0.30 oz],62964,1
Lips,Rouge Allure Ink/Créatif,[6 ml - 0.20 oz],65142,1
Lips,Rouge Allure Ink/Vivant,[6 ml - 0.20 oz],65144,1
Lips,Rouge Allure Ink/Séduisant,[6 ml - 0.20 oz],65146,1
Lips,Rouge Allure Ink/Libéré,[6 ml - 0.20 oz],65148,1
Lips,Rouge Allure Ink/Luxuriant,[6 ml - 0.20 oz],65150,1
Lips,Rouge Allure Ink/Choquant,[6 ml - 0.20 oz],65152,1
Lips,Rouge Allure Ink/Expérimenté,[6 ml - 0.20 oz],65154,1
Lips,Rouge Allure Ink/Lost,[6 ml - 0.20 oz],65156,1
Lips,Rouge Allure Ink/Eterea ,[6 ml - 0.20 oz],65166,1
Lips,Rouge Allure Ink/Serenity,[6 ml - 0.20 oz],65168,1
Lips,Rouge Allure Ink/Warm Beige,[6 ml - 0.20 oz],65176,1
Lips,Rouge Allure Ink/Cold Purple,[6 ml - 0.20 oz],65182,1
Lips,Rouge Coco/Baume,[3.5 g - 0.12 oz],71903,1
Lips,Rouge Coco /Antoinette,[3.5 g - 0.12 oz],72406,1
Lips,Rouge Coco /Téhéran,[3.5 g - 0.12 oz],72412,1
Lips,Rouge Coco /Sari Doré ,[3.5 g - 0.12 oz],72414,1
Lips,Rouge Coco /Coco,[3.5 g - 0.12 oz],72416,1
Lips,Rouge Coco /Edith,[3.5 g - 0.12 oz],72424,1
Lips,Rouge Coco /Roussy,[3.5 g - 0.12 oz],72426,1
Lips,Rouge Coco /Légende,[3.5 g - 0.12 oz],72428,1
Lips,Rouge Coco /Marie,[3.5 g - 0.12 oz],72430,1
Lips,Rouge Coco /Cécile,[3.5 g - 0.12 oz],72432,1
Lips,Rouge Coco /Mademoiselle,[3.5 g - 0.12 oz],72434,1
Lips,Rouge Coco /Suzanne,[3.5 g - 0.12 oz],72438,1
Lips,Rouge Coco /Arthur,[3.5 g - 0.12 oz],72440,1
Lips,Rouge Coco /Dimitri,[3.5 g - 0.12 oz],72442,1
Lips,Rouge Coco /Gabrielle,[3.5 g - 0.12 oz],72444,1
Lips,Rouge Coco /Étienne,[3.5 g - 0.12 oz],72446,1
Lips,Rouge Coco /Ina,[3.5 g - 0.12 oz],72450,1
Lips,Rouge Coco /Émilienne,[3.5 g - 0.12 oz],72452,1
Lips,Rouge Coco /Érik,[3.5 g - 0.12 oz],72456,1
Lips,Rouge Coco /Marthe,[3.5 g - 0.12 oz],72470,1
Lips,Rouge Coco /Daylight,[3.5 g - 0.12 oz],72474,1
Lips,Rouge Coco Flash/Chicness,[3.0 g-0.11 oz],74054,1
Lips,Rouge Coco Flash/Moment,[3.0 g-0.11 oz],74056,1
Lips,Rouge Coco Flash/Ferveur,[3.0 g-0.11 oz],74058,1
Lips,Rouge Coco Flash/Beat,[3.0 g-0.11 oz],74060,1
Lips,Rouge Coco Flash/Fire,[3.0 g-0.11 oz],74062,1
Lips,Rouge Coco Flash/Ardent,[3.0 g-0.11 oz],74064,1
Lips,Rouge Coco Flash/Pulse,[3.0 g-0.11 oz],74066,1
Lips,Rouge Coco Flash/Ultime,[3.0 g-0.11 oz],74068,1
Lips,Rouge Coco Flash/Rush,[3.0 g-0.11 oz],74072,1
Lips,Rouge Coco Flash/Flash,[3.0 g-0.11 oz],74074,1
Lips,Rouge Coco Flash/Emotion,[3.0 g-0.11 oz],74078,1
Lips,Rouge Coco Flash/Boheme,[3.0 g-0.11 oz],74080,1
Lips,Rouge Coco Flash/Immediat,[3.0 g-0.11 oz],74084,1
Lips,Rouge Coco Flash/Furtive,[3.0 g-0.11 oz],74086,1
Lips,Rouge Coco Flash/Boy,[3.0 g-0.11 oz],74088,1
Lips,Rouge Coco Flash/Jour,[3.0 g-0.11 oz],74090,1
Lips,Rouge Coco Flash/Amour,[3.0 g-0.11 oz],74092,1
Lips,Rouge Coco Flash/Phenomene,[3.0 g-0.11 oz],74096,1
Lips,Rouge Coco Flash/Noir Moderne,[3.0 g-0.11 oz],74102,1
Lips,Rouge Coco Flash/Dominant,[3.0 g-0.11 oz],74106,1
Lips,Le Rouge Ultra Tenue/Tender Beige,[4.5 ml -0.15 oz],75106,1
Lips,Le Rouge Ultra Tenue/Radian Pink,[4.5 ml -0.15 oz],75126,1
Lips,Le Rouge Ultra Tenue/Shocking Pink,[4.5 ml -0.15 oz],75128,1
Lips,Le Rouge Ultra Tenue/Bright Raspberry  ,[4.5 ml -0.15 oz],75132,1
Lips,Le Rouge Ultra Tenue/Ever Red,[4.5 ml -0.15 oz],75136,1
Lips,Le Rouge Ultra Tenue/Milky Blueberry  ,[4.5 ml -0.15 oz],75138,1
Lips,Le Rouge Ultra Tenue/Light Rose,[4.5 ml -0.15 oz],75110,1
Lips,Le Rouge Ultra Tenue/Soft Rose,[4.5 ml -0.15 oz],75114,1
Lips,Le Rouge Ultra Tenue/Sensual Rose,[4.5 ml -0.15 oz],75116,1
Lips,Le Rouge Ultra Tenue/Soft Coral,[4.5 ml -0.15 oz],75122,1
Lips,Le Rouge Ultra Tenue/Darling Pink,[4.5 ml -0.15 oz],75104,1
Lips,Le Rouge Crayon de Couleur Mat/Discretion,[1.2 g - 0.04 oz],87257,1
Lips,Le Rouge Crayon de Couleur Mat/Provocation,[1.2 g - 0.04 oz],87259,1
Lips,Le Rouge Crayon de Couleur Mat/Excess,[1.2 g - 0.04 oz],87261,1
Lips,Le Rouge Crayon de Couleur Mat/Subversion,[1.2 g - 0.04 oz],87265,1
Lips,Le Rouge Crayon de Couleur Mat/Impulsion,[1.2 g - 0.04 oz],87267,1
Lips,Le Rouge Crayon de Couleur Mat/Impact,[1.2 g - 0.04 oz],87269,1
Lips,Le Crayon Lèvres/Mordore - Nude,[1.0 g - 0.03 oz],88050,1
Lips,Le Crayon Lèvres/Pivoine,[1.0 g - 0.03 oz],88320,1
Lips,Le Crayon Lèvres/Natural,[1.0 g - 0.03 oz],88340,1
Lips,Le Crayon Lèvres/Bois de Rose,[1.0 g - 0.03 oz],88480,1
Lips,Le Crayon Lèvres/Fuschia,[1.0 g - 0.03 oz],88550,1
Lips,Le Crayon Lèvres/Rouge profond,[1.0 g - 0.03 oz],88570,1
Lips,Le Crayon Lèvres/Rose Délicat ,[1.0 g - 0.03 oz],88910,1
Lips,Le Crayon Lèvres/Désir ,[1.0 g - 0.03 oz],88973,1
Nails,Nail Care/La Base,[13.0 ml - 0.4 oz],58190,1
Nails,Nail Care/Le Top Coat ,[13.0 ml - 0.4 oz],58340,1
Nails,Nail Care/Le Dissolvant Douceur,[13.0 ml - 0.4 oz],58903,1
Nails,Le Gel Coat Longue Tenue/Gel Coat,[13.0 ml - 0.4 oz],58353,1
Nails,Le Vernis Longue Tenue/Particuliére,[13.0 ml - 0.4 oz],59008,1
Nails,Le Vernis Longue Tenue/Ballerina,[13.0 ml - 0.4 oz],59010,1
Nails,Le Vernis Longue Tenue/Pirate,[13.0 ml - 0.4 oz],59012,1
Nails,Le Vernis Longue Tenue/Rouge Noir,[13.0 ml - 0.4 oz],59014,1
Nails,Le Vernis Longue Tenue/Rouge Essentiel,[13.0 ml - 0.4 oz],59500,1
Nails,Le Vernis Longue Tenue/Organdi,[13.0 ml - 0.4 oz],59504,1
Nails,Le Vernis Longue Tenue/Camelia,[13.0 ml - 0.4 oz],59506,1
Nails,Le Vernis Longue Tenue/Rouge Shantung,[13.0 ml - 0.4 oz],59508,1
Nails,Le Vernis Longue Tenue/Gitane,[13.0 ml - 0.4 oz],59510,1
Nails,Le Vernis Longue Tenue/Mythique,[13.0 ml - 0.4 oz],59512,1
Nails,Le Vernis Longue Tenue/Garconne,[13.0 ml - 0.4 oz],59520,1
Nails,Le Vernis Longue Tenue/Monochrome,[13.0 ml - 0.4 oz],59522,1
Nails,Le Vernis Longue Tenue/Rouge Puissant,[13.0 ml - 0.4 oz],59528,1
Nails,Le Vernis Longue Tenue/Turban,[13.0 ml - 0.4 oz],59524,1
Nails,Le Vernis Longue Tenue/Emeraude,[13.0 ml - 0.4 oz],59536,1
Nails,Le Vernis Longue Tenue/Gris Obscur  ,[13.0 ml - 0.4 oz],59538,1
Nails,Le Vernis Longue Tenue/Blanc White,[13.0 ml - 0.4 oz],59548,1
Nails,Le Vernis Longue Tenue/Beige Beige ,[13.0 ml - 0.4 oz],59556,1
Nails,Le Vernis Longue Tenue/Sargasso,[13.0 ml - 0.4 oz],59558,1
Nails,Le Vernis Longue Tenue/Coralium,[13.0 ml - 0.4 oz],59562,1
Nails,Le Vernis Longue Tenue/Sea Whip,[13.0 ml - 0.4 oz],59564,1
Nails,Le Vernis Longue Tenue/Washed Denin,[13.0 ml - 0.4 oz],59566,1
Nails,Le Vernis Longue Tenue/Androgyne,[13.0 ml - 0.4 oz],59570,1
Nails,Le Vernis Longue Tenue/Emblematique,[13.0 ml - 0.4 oz],59572,1
Nails,Le Vernis Longue Tenue/New Dawn,[13.0 ml - 0.4 oz],59578,1
Nails,Le Vernis Longue Tenue/Nuvola Rosa,[13.0 ml - 0.4 oz],59588,1
Nails,Le Vernis Longue Tenue/Verde Past,[13.0 ml - 0.4 oz],59590,1
Nails,Le Vernis Longue Tenue/Exquisite Pink  ,[13.0 ml - 0.4 oz],59626,1
Others,Brushes/Double Embouts Contour,,38063,1
Others,Brushes/Double Embouts Eyelid,,38073,1
Others,Brushes/Retractable Dual-Tip Concealer Brush,,38083,1
Others,Brushes/Retractable Foundation Brush,,38163,1
Others,Brushes/Highlighter Retractable Brush N°105 ,,38183,1
Others,Brushes/Petit Pinceau Retouche,,38263,1
Others,Brushes/Renovation Powder Brush 1,,38273,1
Others,Brushes/Renovation Blush Brush 4,,38303,1
Others,Brushes/Renovation Foundation Brush 1,,38313,1
Others,Brushes/Renovation Blender Brush 7,,38323,1
Others,Brushes/Renovation 2 in 1 Foundation Brush 8,,38333,1
Others,Brushes/Double-ended Eyebrow Brush,,38343,1
Others,Brushes/Renovation Eyeliner Brush,,38353,1
Others,Brushes/Lip Brush,,38383,1
Others,Brushes/Retractable Kabuki Brush,,38483,1
Others,Brushes/Foundation Sponge Brush ,,38833,1
Age of Skin,Sublimage/Protection UV SPF50,[30 ml - 1.0 oz],41983,2
Age of Skin,Sublimage/Le Crème ,[50 ml - 1.7 oz],41133,2
Age of Skin,Sublimage/Le Crème Texture Suprême,[50 ml - 1.7 oz],41143,2
Age of Skin,Sublimage/Sublimage La Brume 18ml + 3 Recharges,[4 x 18 ml - 4 x 0.60 oz],41173,2
Age of Skin,Sublimage/Sublimage Le Fluide,[50 ml - 1.7 oz],42093,2
Age of Skin,Sublimage/Sublimage La Crème Yeux,[15g - 0.5 oz],41163,2
Age of Skin,Sublimage/La Lotion Suprême,[125 ml - 4.2 oz],42503,2
Age of Skin,Sublimage/Essential Comfort Cleanser,[150 ml - 5 oz],42510,2
Age of Skin,Sublimage/Sublimage Masque,[50g - 1.7 oz],42520,2
Age of Skin,Sublimage/L'Extrait,[15 ml - 0.5 oz],42553,2
Age of Skin,Sublimage/L'Essence Fondamentale,[40 ml -  1.4oz],41193,2
Age of Skin,Le Lift/V-Flash ,[15 ml - 0.5 oz],41543,2
Age of Skin,Le Lift/Creme-Huile,[50 ml - 1.7 oz],41563,2
Age of Skin,Le Lift/Creme,[50 ml - 1.7 oz],41943,2
Age of Skin,Le Lift/Creme Riche,[50 ml - 1.7 oz],41953,2
Age of Skin,Le Lift/Sérum,[50 ml - 1.7 oz],43363,2
Age of Skin,Le Lift/Eye Cream,[15 ml - 0.5 oz],43383,2
Age of Skin,Le Lift/Masque,[50g - 1.7 oz],43433,2
Age of Skin,Le Lift/Lip and Contour,[15g - 0.5 oz],43443,2
Age of Skin,Le Lift/Concentré Yeux,[15g - 0.5 oz],43583,2
Balance of Skin,Hydra Beauty/Essence Mist,[50 ml - 1.7 oz],41053,2
Balance of Skin,Hydra Beauty/Micro Cream,[50g - 1.7 oz],41073,2
Balance of Skin,Hydra Beauty/Micro Eye Gel,[15 ml - 0.5 oz],41083,2
Balance of Skin,Hydra Beauty/Flash,[30 ml - 1.0 oz],43003,2
Balance of Skin,Hydra Beauty/Sérum,[50 ml - 1.7 oz],43013,2
Balance of Skin,Hydra Beauty/Cream ,[50g - 1.7 oz],43033,2
Balance of Skin,Hydra Beauty/Gel Cream,[50g - 1.7 oz],43043,2
Balance of Skin,Hydra Beauty /Lotion Very Moist (Travel Retail Only),[150 ml - 5 oz],43173,2
Balance of Skin,Hydra Beauty /Lip Balm,[10 g - 0.35 oz],43123,2
Balance of Skin,Hydra Beauty /Micro Sérum Intense Replenishing Hydration,[30 ml - 1.0 oz],43183,2
Balance of Skin,Hydra Beauty /Hydra Beauty Micro Liquid Essence,[150 ml - 5 oz],41023,2
Balance of Skin,Hydra Beauty /Hydra Beauty Camellia Overnight Mask,[100 ml - 3.4 oz],41093,2
Balance of Skin,Hydra Beauty /Camellia Water Cream,[30 ml - 1.0 oz],41813,2
Transversal Products,Creative Space/La Creme Main,[50 ml - 1.7 oz],40353,2
Brightening,Le Blanc /Serum,[50 ml - 1.7 oz],41217,2
Brightening,Le Blanc /Cream ,[50 ml - 1.7 oz],41256,2
Brightening,Le Blanc /Essence Lotion,[150 ml - 5 oz],41273,2
Brightening,Le Blanc /Tri Phase Makeup Remover,[150 ml - 5 oz],43640,2
Brightening,Le Blanc /Foam Cleanser,[150 ml - 5 oz],43680,2
Brightening,Le Blanc /Moisturizing Lotion,[150 ml - 5 oz],43623,2
Brightening,Le Blanc /Moisturizing Cream,[48gr],43463,2
First Beauty Steps,Cleansers & Makeup Removers/Gel Pureté,[150 ml - 5 oz],43883,2
First Beauty Steps,Cleansers & Makeup Removers/Demaq. Yeux Intense,[100 ml - 3.4 oz],66143,2
First Beauty Steps,Scrub/Gommage Microperlé Éclat , [75 ml - 2.5 oz],66993,2
First Beauty Steps,Cleansers & Makeup Removers/L'Huile ,[150 ml - 5 oz],41373,2
First Beauty Steps,Cleansers & Makeup Removers/Le Tonique,[160 ml - 6 oz],41393,2
First Beauty Steps,Cleansers & Makeup Removers/Le Lait,[150 ml - 5 oz],41423,2
First Beauty Steps,Cleansers & Makeup Removers/Le Lait Eau ,[150 ml - 5 oz],41443,2
First Beauty Steps,Cleansers & Makeup Removers/La Mousse  ,[150 ml - 5 oz],41453,2
Transversal Products,Blue Serum/Serum,[30 ml - 1.0 oz],40233,2
Transversal Products,Blue Serum/Blue Serum Eye ,[15 ml - 0.5 oz],40269,2
Transversal Products,CC Cream/Beige 20 - SPF 50,[30 ml - 1.0 oz],40563,2
Transversal Products,CC Cream/Beige 30 - SPF 50,[30 ml - 1.0 oz],40573,2
Transversal Products,CC Cream/Beige 40 - SPF 50,[30 ml - 1.0 oz],40583,2
Transversal Products,CC Cream/Beige 50 - SPF 50,[30 ml - 1.0 oz],40593,2
Transversal Products,Concentre Destressant /La Solution 10 de CHANEL,[30 ml - 1.0 oz],41033,2
Whitening,UV Essentiel/UV Essentiel SPF50 (Latam TR & LM only),[30 ml - 1.0 oz],41853,2
